Obs ID,Date Observed,Number,Sex,Species,County,Survey Method
31125,21-Aug-25,1,Male,B. bimaculatus (Twospotted),Sheboygan,Incidental
31117,21-Aug-25,10,Female,B. impatiens (Common eastern),Columbia,Incidental
31105,21-Aug-25,1,Male,B. rufocinctus (Redbelted),Manitowoc,Incidental
31107,21-Aug-25,1,Female,B. affinis (Rusty Patched),Waukesha,Incidental
31124,21-Aug-25,2,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31339,21-Aug-25,1,Male,B. affinis (Rusty Patched),Winnebago,Incidental
31138,20-Aug-25,1,Male,B. bimaculatus (Twospotted),Door,Small Area
31068,20-Aug-25,1,Queen,B. vagans (Half-black),La Crosse,Incidental
31104,20-Aug-25,1,Female,B. affinis (Rusty Patched),Dane,Incidental
31419,20-Aug-25,2,Female,B. auricomus (Black and gold),Dane,Incidental
31421,20-Aug-25,2,Male,B. griseocollis (Brownbelted),Dane,Incidental
31420,20-Aug-25,1,Queen,B. citrinus (Lemon cuckoo),Dane,Incidental
31065,20-Aug-25,1,Female,B. vagans (Half-black),La Crosse,Incidental
31422,20-Aug-25,2,Male,B. vagans (Half-black),Dane,Incidental
31792,20-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Milwaukee,Incidental
31235,20-Aug-25,1,Female,B. bimaculatus (Twospotted),Brown,Incidental
31790,20-Aug-25,1,Male,B. fervidus (Yellow),Milwaukee,Incidental
31628,20-Aug-25,1,Female,B. affinis (Rusty Patched),Milwaukee,Incidental
31088,20-Aug-25,1,Queen,B. impatiens (Common eastern),Brown,Incidental
31070,20-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31063,20-Aug-25,27,Female,B. impatiens (Common eastern),La Crosse,Incidental
31110,20-Aug-25,4,Female,B. fervidus (Yellow),Columbia,Incidental
31072,20-Aug-25,1,Female,B. auricomus (Black and gold),La Crosse,Incidental
31075,20-Aug-25,1,Queen,B. affinis (Rusty Patched),La Crosse,Incidental
31058,20-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Manitowoc,Incidental
31092,20-Aug-25,15,Male,B. impatiens (Common eastern),Eau Claire,Incidental
31176,20-Aug-25,1,Queen,B. fervidus (Yellow),Brown,Incidental
31076,20-Aug-25,30,Female,B. impatiens (Common eastern),Eau Claire,Incidental
31073,20-Aug-25,6,Male,B. borealis (Northern amber),Portage,Incidental
31064,20-Aug-25,14,Male,B. impatiens (Common eastern),La Crosse,Incidental
31074,20-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Portage,Incidental
31062,20-Aug-25,5,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
31069,20-Aug-25,1,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
31066,20-Aug-25,2,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
31067,20-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31109,20-Aug-25,1,Female,B. pensylvanicus (American),Columbia,Incidental
31077,20-Aug-25,2,Male,B. rufocinctus (Redbelted),Eau Claire,Incidental
31091,20-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Eau Claire,Incidental
31071,20-Aug-25,3,Female,B. auricomus (Black and gold),La Crosse,Incidental
31667,20-Aug-25,1,Male,B. griseocollis (Brownbelted),Manitowoc,Incidental
31668,20-Aug-25,1,Male,B. vagans (Half-black),Manitowoc,Incidental
31332,19-Aug-25,1,Female,B. impatiens (Common eastern),Ozaukee,Small Area
31330,19-Aug-25,1,Female,B. impatiens (Common eastern),Ozaukee,Small Area
31326,19-Aug-25,5,Female,B. impatiens (Common eastern),Ozaukee,Small Area
31328,19-Aug-25,1,Female,B. rufocinctus (Redbelted),Ozaukee,Small Area
31327,19-Aug-25,1,Female,B. fervidus (Yellow),Ozaukee,Small Area
31323,19-Aug-25,1,Male,B. impatiens (Common eastern),Ozaukee,Small Area
31245,19-Aug-25,3,Male,B. griseocollis (Brownbelted),Trempealeau,Incidental
31016,19-Aug-25,1,Female,B. impatiens (Common eastern),Dane,Incidental
31114,19-Aug-25,2,Male,B. bimaculatus (Twospotted),Columbia,Incidental
31018,19-Aug-25,16,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31244,19-Aug-25,1,Male,B. ternarius (Tricolored),Trempealeau,Incidental
31027,19-Aug-25,1,Female,B. impatiens (Common eastern),Bayfield,Incidental
32187,19-Aug-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31625,19-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Milwaukee,Incidental
31665,19-Aug-25,3,Female,B. borealis (Northern amber),Manitowoc,Incidental
31033,19-Aug-25,6,Male,B. impatiens (Common eastern),Manitowoc,Incidental
31662,19-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Manitowoc,Incidental
31030,19-Aug-25,1,Female,B. rufocinctus (Redbelted),Bayfield,Incidental
31666,19-Aug-25,1,Female,B. impatiens (Common eastern),Manitowoc,Incidental
31111,19-Aug-25,2,Female,B. citrinus (Lemon cuckoo),Columbia,Incidental
31116,19-Aug-25,1,Queen,B. griseocollis (Brownbelted),Columbia,Incidental
31113,19-Aug-25,2,Male,B. griseocollis (Brownbelted),Columbia,Incidental
31028,19-Aug-25,1,Female,B. impatiens (Common eastern),Bayfield,Incidental
31031,19-Aug-25,1,Male,B. affinis (Rusty Patched),Manitowoc,Incidental
31032,19-Aug-25,5,Male,B. bimaculatus (Twospotted),Manitowoc,Incidental
31624,19-Aug-25,1,Male,B. fervidus (Yellow),Milwaukee,Incidental
31134,19-Aug-25,4,Female,B. citrinus (Lemon cuckoo),Crawford,Incidental
31019,19-Aug-25,19,Female,B. impatiens (Common eastern),La Crosse,Incidental
31115,19-Aug-25,1,Male,B. pensylvanicus (American),Columbia,Incidental
31015,19-Aug-25,3,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31059,19-Aug-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
31043,19-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Crawford,Incidental
31020,19-Aug-25,7,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
31112,19-Aug-25,1,Male,B. fervidus (Yellow),Columbia,Incidental
30963,18-Aug-25,1,Male,B. rufocinctus (Redbelted),Kenosha,Small Area
31094,18-Aug-25,3,Male,B. griseocollis (Brownbelted),Milwaukee,Small Area
31093,18-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Small Area
30971,18-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
30988,18-Aug-25,2,Male,B. griseocollis (Brownbelted),Waukesha,Incidental
30968,18-Aug-25,2,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
32188,18-Aug-25,1,Queen,B. impatiens (Common eastern),Milwaukee,Incidental
30990,18-Aug-25,12,Female,B. impatiens (Common eastern),Waukesha,Incidental
31039,17-Aug-25,6,Female,B. impatiens (Common eastern),Outagamie,Small Area
31479,17-Aug-25,1,Female,B. impatiens (Common eastern),Green,Small Area
30999,17-Aug-25,2,Female,B. rufocinctus (Redbelted),Columbia,Incidental
31013,17-Aug-25,1,Female,B. auricomus/pensylvanicus,Kenosha,Incidental
30935,17-Aug-25,28,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
30937,17-Aug-25,2,Female,B. rufocinctus (Redbelted),Dane,Incidental
30940,17-Aug-25,1,Male,B. impatiens (Common eastern),Portage,Incidental
30938,17-Aug-25,12,Female,B. impatiens (Common eastern),Dane,Incidental
31472,17-Aug-25,2,Male,B. affinis (Rusty Patched),Walworth,Incidental
30912,17-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
30911,17-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
30934,17-Aug-25,5,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
30948,17-Aug-25,1,Male,B. affinis (Rusty Patched),Brown,Incidental
30950,17-Aug-25,1,Female,B. affinis (Rusty Patched),Brown,Incidental
30947,17-Aug-25,1,Female,B. impatiens (Common eastern),Iowa,Incidental
30955,17-Aug-25,50,Female,B. impatiens (Common eastern),Vernon,Incidental
30953,17-Aug-25,1,Male,B. borealis (Northern amber),Dane,Incidental
30954,17-Aug-25,5,Male,B. griseocollis (Brownbelted),Vernon,Incidental
30956,17-Aug-25,1,Queen,B. ternarius (Tricolored),Vernon,Incidental
30958,17-Aug-25,1,Female,B. vagans (Half-black),Vernon,Incidental
31652,17-Aug-25,1,Male,B. vagans (Half-black),Walworth,Incidental
30951,17-Aug-25,1,Female,B. vagans (Half-black),Brown,Incidental
30959,17-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
30985,17-Aug-25,35,Female,B. impatiens (Common eastern),Vernon,Incidental
31300,17-Aug-25,1,Female,B. fervidus (Yellow),Dodge,Incidental
30984,17-Aug-25,4,Male,B. impatiens (Common eastern),Vernon,Incidental
30979,17-Aug-25,1,Male,B. bimaculatus (Twospotted),Vernon,Incidental
30981,17-Aug-25,8,Male,B. citrinus (Lemon cuckoo),Vernon,Incidental
30982,17-Aug-25,9,Male,B. griseocollis (Brownbelted),Vernon,Incidental
30983,17-Aug-25,1,Queen,B. griseocollis (Brownbelted),Vernon,Incidental
30986,17-Aug-25,2,Male,B. vagans (Half-black),Vernon,Incidental
30997,17-Aug-25,5,Female,B. impatiens (Common eastern),Columbia,Incidental
30995,17-Aug-25,1,Queen,B. fervidus (Yellow),Columbia,Incidental
30996,17-Aug-25,2,Male,B. fervidus (Yellow),Columbia,Incidental
30998,17-Aug-25,1,Queen,B. rufocinctus (Redbelted),Columbia,Incidental
31012,17-Aug-25,2,Male,B. vagans (Half-black),Walworth,Incidental
31009,17-Aug-25,3,Female,B. impatiens (Common eastern),Walworth,Incidental
31011,17-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Walworth,Incidental
30939,16-Aug-25,1,Female,B. affinis (Rusty Patched),Milwaukee,Small Area
30895,16-Aug-25,2,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31003,16-Aug-25,3,Male,B. affinis (Rusty Patched),Walworth,Incidental
31001,16-Aug-25,2,Male,B. rufocinctus (Redbelted),Outagamie,Incidental
30965,16-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
30966,16-Aug-25,2,Female,B. impatiens (Common eastern),Dane,Incidental
31005,16-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Walworth,Incidental
31007,16-Aug-25,5,Male,B. impatiens (Common eastern),Walworth,Incidental
30975,16-Aug-25,2,Male,B. vagans (Half-black),Outagamie,Incidental
30894,16-Aug-25,2,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
31006,16-Aug-25,2,Male,B. vagans (Half-black),Walworth,Incidental
30964,16-Aug-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
31740,16-Aug-25,1,Female,B. vagans (Half-black),Douglas,Incidental
31739,16-Aug-25,2,Female,B. vagans (Half-black),Douglas,Incidental
30972,16-Aug-25,1,Queen,B. griseocollis (Brownbelted),Outagamie,Incidental
30944,16-Aug-25,2,Queen,B. affinis (Rusty Patched),Polk,Incidental
30932,16-Aug-25,1,Queen,B. griseocollis (Brownbelted),Marathon,Incidental
30928,16-Aug-25,1,Female,B. impatiens (Common eastern),Portage,Incidental
30930,16-Aug-25,1,Male,B. impatiens (Common eastern),Portage,Incidental
30936,16-Aug-25,1,Male,B. affinis (Rusty Patched),Rock,Incidental
30929,16-Aug-25,1,Male,B. affinis (Rusty Patched),Outagamie,Incidental
30931,16-Aug-25,1,Male,B. rufocinctus (Redbelted),Portage,Incidental
30893,16-Aug-25,17,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31158,16-Aug-25,1,Queen,B. bimaculatus (Twospotted),Marathon,Incidental
31153,16-Aug-25,1,Male,B. bimaculatus (Twospotted),Marathon,Incidental
31159,16-Aug-25,1,Female,B. vagans (Half-black),Marathon,Incidental
30991,16-Aug-25,2,Male,B. bimaculatus (Twospotted),Outagamie,Incidental
30901,16-Aug-25,1,Male,B. affinis (Rusty Patched),Kenosha,Incidental
31000,16-Aug-25,6,Female,B. impatiens (Common eastern),Outagamie,Incidental
31004,16-Aug-25,1,Male,B. rufocinctus (Redbelted),Walworth,Incidental
31008,16-Aug-25,4,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
30989,16-Aug-25,1,Female,B. auricomus (Black and gold),Outagamie,Incidental
31161,16-Aug-25,1,Female,B. vagans (Half-black),Marathon,Incidental
31152,16-Aug-25,1,Male,B. griseocollis (Brownbelted),Marathon,Incidental
31162,16-Aug-25,1,Female,B. borealis (Northern amber),Marathon,Incidental
31322,15-Aug-25,11,Female,B. impatiens (Common eastern),Ozaukee,Small Area
30840,15-Aug-25,1,Female,B. affinis (Rusty Patched),Rock,Small Area
31575,15-Aug-25,7,Female,B. impatiens (Common eastern),Unknown,Small Area
31576,15-Aug-25,5,Female,B. griseocollis (Brownbelted),Unknown,Small Area
30898,15-Aug-25,1,Male,B. rufocinctus (Redbelted),Door,Small Area
30900,15-Aug-25,1,Queen,B. vagans (Half-black),Door,Small Area
30899,15-Aug-25,2,Female,B. impatiens (Common eastern),Door,Small Area
30815,15-Aug-25,1,Male,B. affinis (Rusty Patched),Kenosha,Small Area
31002,15-Aug-25,1,Unknown,B. fervidus (Yellow),Walworth,Incidental
31021,15-Aug-25,2,Female,B. impatiens (Common eastern),Dane,Incidental
31042,15-Aug-25,2,Male,B. vagans|sandersoni|perplexus,Burnett,Incidental
31660,15-Aug-25,1,Male,B. griseocollis (Brownbelted),Manitowoc,Incidental
31056,15-Aug-25,1,Female,B. affinis (Rusty Patched),Grant,Incidental
31057,15-Aug-25,2,Female,B. affinis (Rusty Patched),Grant,Incidental
30987,15-Aug-25,3,Male,B. affinis (Rusty Patched),Walworth,Incidental
31055,15-Aug-25,1,Male,B. borealis (Northern amber),Grant,Incidental
31046,15-Aug-25,1,Female,B. vagans (Half-black),Grant,Incidental
31102,15-Aug-25,1,Female,B. vagans (Half-black),Dane,Incidental
31099,15-Aug-25,12,Male,B. rufocinctus (Redbelted),Dane,Incidental
31098,15-Aug-25,3,Queen,B. rufocinctus (Redbelted),Dane,Incidental
31100,15-Aug-25,2,Female,B. rufocinctus (Redbelted),Dane,Incidental
31101,15-Aug-25,1,Female,B. griseocollis (Brownbelted),Dane,Incidental
31103,15-Aug-25,4,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31096,15-Aug-25,7,Female,B. impatiens (Common eastern),Dane,Incidental
31097,15-Aug-25,9,Male,B. impatiens (Common eastern),Dane,Incidental
31078,15-Aug-25,1,Male,B. griseocollis (Brownbelted),Portage,Incidental
30891,15-Aug-25,2,Female,B. impatiens (Common eastern),Burnett,Incidental
31080,15-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Portage,Incidental
30890,15-Aug-25,1,Male,B. fervidus (Yellow),Shawano,Incidental
31915,15-Aug-25,1,Female,B. pensylvanicus (American),Dodge,Incidental
31081,15-Aug-25,1,Male,B. rufocinctus (Redbelted),Portage,Incidental
31079,15-Aug-25,1,Male,B. vagans (Half-black),Portage,Incidental
30851,15-Aug-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
30875,15-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Incidental
31047,15-Aug-25,1,Female,B. rufocinctus (Redbelted),Grant,Incidental
31048,15-Aug-25,1,Male,B. rufocinctus (Redbelted),Grant,Incidental
30884,15-Aug-25,3,Female,B. pensylvanicus (American),La Crosse,Incidental
31053,15-Aug-25,2,Male,B. fervidus (Yellow),Grant,Incidental
30836,15-Aug-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
30816,15-Aug-25,17,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31052,15-Aug-25,2,Male,B. griseocollis (Brownbelted),Grant,Incidental
30817,15-Aug-25,2,Queen,B. bimaculatus (Twospotted),La Crosse,Incidental
30828,15-Aug-25,1,Queen,B. auricomus (Black and gold),La Crosse,Incidental
30811,15-Aug-25,2,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31054,15-Aug-25,1,Male,B. borealis (Northern amber),Grant,Incidental
30813,15-Aug-25,8,Male,B. impatiens (Common eastern),La Crosse,Incidental
30830,15-Aug-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
30814,15-Aug-25,23,Female,B. impatiens (Common eastern),La Crosse,Incidental
31051,15-Aug-25,1,Female,B. impatiens (Common eastern),Grant,Incidental
31050,15-Aug-25,1,Unknown,B. impatiens (Common eastern),Grant,Incidental
30806,15-Aug-25,1,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
30807,15-Aug-25,5,Male,B. griseocollis (Brownbelted),La Crosse,Incidental
31601,15-Aug-25,3,Female,B. impatiens (Common eastern),Dane,Incidental
31022,15-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Dane,Incidental
32004,14-Aug-25,1,Male,B. griseocollis (Brownbelted),Calumet,Small Area
32008,14-Aug-25,4,Male,B. rufocinctus (Redbelted),Calumet,Small Area
32003,14-Aug-25,6,Female,B. impatiens (Common eastern),Calumet,Small Area
32010,14-Aug-25,2,Male,B. citrinus (Lemon cuckoo),Calumet,Small Area
32005,14-Aug-25,1,Female,B. vagans (Half-black),Calumet,Small Area
32007,14-Aug-25,2,Male,B. terricola (Yellowbanded),Calumet,Small Area
32009,14-Aug-25,3,Female,B. rufocinctus (Redbelted),Calumet,Small Area
31023,14-Aug-25,7,Female,B. griseocollis (Brownbelted),Door,Small Area
30879,14-Aug-25,10,Male,B. griseocollis (Brownbelted),Jackson,Incidental
31373,14-Aug-25,1,Male,B. griseocollis (Brownbelted),Dodge,Incidental
31266,14-Aug-25,3,Male,B. fervidus (Yellow),Dane,Incidental
31269,14-Aug-25,3,Male,B. impatiens (Common eastern),Dane,Incidental
31270,14-Aug-25,11,Female,B. impatiens (Common eastern),Dane,Incidental
31267,14-Aug-25,2,Male,B. griseocollis (Brownbelted),Dane,Incidental
31173,14-Aug-25,1,Female,B. vagans (Half-black),Milwaukee,Incidental
31168,14-Aug-25,1,Male,B. fervidus (Yellow),Milwaukee,Incidental
31170,14-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Milwaukee,Incidental
31169,14-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Milwaukee,Incidental
31172,14-Aug-25,1,Male,B. bimaculatus (Twospotted),Milwaukee,Incidental
31171,14-Aug-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
30961,14-Aug-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
30927,14-Aug-25,1,Male,B. vagans (Half-black),Dane,Incidental
30926,14-Aug-25,2,Male,B. rufocinctus (Redbelted),Dane,Incidental
30923,14-Aug-25,3,Male,B. griseocollis (Brownbelted),Dane,Incidental
30920,14-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
30925,14-Aug-25,7,Female,B. impatiens (Common eastern),Dane,Incidental
30924,14-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
30922,14-Aug-25,1,Male,B. pensylvanicus (American),Dane,Incidental
30904,14-Aug-25,4,Male,B. affinis (Rusty Patched),Door,Incidental
30876,14-Aug-25,1,Unknown,B. rufocinctus (Redbelted),St. Croix,Incidental
30868,14-Aug-25,6,Female,B. griseocollis (Brownbelted),Jackson,Incidental
30880,14-Aug-25,8,Female,B. griseocollis (Brownbelted),Jackson,Incidental
30867,14-Aug-25,1,Queen,B. griseocollis (Brownbelted),Jackson,Incidental
30878,14-Aug-25,1,Male,B. bimaculatus (Twospotted),Jackson,Incidental
30866,14-Aug-25,3,Female,B. impatiens (Common eastern),Jackson,Incidental
30881,14-Aug-25,8,Female,B. impatiens (Common eastern),Jackson,Incidental
30882,14-Aug-25,1,Male,B. vagans (Half-black),Jackson,Incidental
30883,14-Aug-25,6,Female,B. vagans (Half-black),Jackson,Incidental
30865,14-Aug-25,1,Female,B. terricola (Yellowbanded),Jackson,Incidental
30837,14-Aug-25,4,Female,B. griseocollis (Brownbelted),Jackson,Incidental
30841,14-Aug-25,3,Queen,B. griseocollis (Brownbelted),Jackson,Incidental
30846,14-Aug-25,4,Female,B. griseocollis (Brownbelted),Jackson,Incidental
30847,14-Aug-25,4,Queen,B. griseocollis (Brownbelted),Jackson,Incidental
30835,14-Aug-25,4,Male,B. griseocollis (Brownbelted),Jackson,Incidental
30845,14-Aug-25,1,Male,B. bimaculatus (Twospotted),Jackson,Incidental
30832,14-Aug-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
30834,14-Aug-25,1,Female,B. impatiens (Common eastern),Jackson,Incidental
30844,14-Aug-25,1,Male,B. fervidus (Yellow),Jackson,Incidental
30842,14-Aug-25,3,Female,B. impatiens (Common eastern),Jackson,Incidental
30833,14-Aug-25,6,Female,B. vagans (Half-black),Jackson,Incidental
30843,14-Aug-25,3,Female,B. vagans (Half-black),Jackson,Incidental
30838,14-Aug-25,6,Female,B. impatiens (Common eastern),Jackson,Incidental
30831,14-Aug-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
30839,14-Aug-25,3,Male,B. impatiens (Common eastern),Jackson,Incidental
30863,14-Aug-25,1,Female,B. sandersoni (Sanderson's),Jackson,Incidental
30802,14-Aug-25,15,Female,B. griseocollis (Brownbelted),Monroe,Incidental
30804,14-Aug-25,5,Female,B. impatiens (Common eastern),Jackson,Incidental
30803,14-Aug-25,10,Female,B. impatiens (Common eastern),Monroe,Incidental
30801,14-Aug-25,5,Female,B. impatiens (Common eastern),La Crosse,Incidental
30805,14-Aug-25,2,Female,B. vagans (Half-black),Jackson,Incidental
30800,14-Aug-25,1,Queen,B. affinis (Rusty Patched),Dane,Incidental
30799,14-Aug-25,1,Male,B. borealis (Northern amber),Brown,Incidental
30796,14-Aug-25,1,Female,B. fervidus (Yellow),Walworth,Incidental
30798,14-Aug-25,4,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
30795,14-Aug-25,3,Male,B. affinis (Rusty Patched),Walworth,Incidental
30797,14-Aug-25,4,Male,B. vagans (Half-black),Walworth,Incidental
30779,14-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
30791,14-Aug-25,1,Female,B. rufocinctus (Redbelted),Wood,Incidental
30723,14-Aug-25,2,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31623,14-Aug-25,1,Female,B. affinis (Rusty Patched),Milwaukee,Incidental
31630,14-Aug-25,2,Female,B. impatiens (Common eastern),Portage,Incidental
31618,14-Aug-25,1,Unknown,B. bimaculatus (Twospotted),Milwaukee,Incidental
31621,14-Aug-25,1,Female,B. griseocollis (Brownbelted),Milwaukee,Incidental
31619,14-Aug-25,1,Female,B. auricomus (Black and gold),Milwaukee,Incidental
31631,14-Aug-25,1,Female,B. vagans (Half-black),Portage,Incidental
30942,13-Aug-25,1,Male,B. affinis (Rusty Patched),Dane,Small Area
30776,13-Aug-25,1,Female,B. impatiens (Common eastern),Ozaukee,Small Area
30777,13-Aug-25,1,Male,B. rufocinctus (Redbelted),Ozaukee,Small Area
30775,13-Aug-25,1,Female,B. fervidus (Yellow),Ozaukee,Small Area
30774,13-Aug-25,1,Female,B. rufocinctus (Redbelted),Ozaukee,Small Area
30768,13-Aug-25,1,Male,B. rufocinctus (Redbelted),Ozaukee,Small Area
30699,13-Aug-25,1,Female,B. affinis (Rusty Patched),Kewaunee,Small Area
31095,13-Aug-25,1,Unknown,B. affinis (Rusty Patched),Washington,Incidental
30823,13-Aug-25,1,Female,B. griseocollis (Brownbelted),Door,Small Area
30820,13-Aug-25,7,Female,B. impatiens (Common eastern),Door,Small Area
30821,13-Aug-25,3,Queen,B. vagans (Half-black),Door,Small Area
30822,13-Aug-25,5,Male,B. griseocollis (Brownbelted),Door,Small Area
30824,13-Aug-25,1,Unknown,B. borealis (Northern amber),Door,Small Area
30825,13-Aug-25,3,Female,B. griseocollis (Brownbelted),Door,Small Area
30818,13-Aug-25,5,Female,B. impatiens (Common eastern),Door,Small Area
31383,13-Aug-25,1,Queen,B. rufocinctus (Redbelted),Dane,Incidental
31387,13-Aug-25,11,Male,B. impatiens (Common eastern),Dane,Incidental
31388,13-Aug-25,8,Female,B. impatiens (Common eastern),Dane,Incidental
31384,13-Aug-25,3,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31386,13-Aug-25,5,Male,B. griseocollis (Brownbelted),Dane,Incidental
31385,13-Aug-25,1,Female,B. fervidus (Yellow),Dane,Incidental
30919,13-Aug-25,4,Male,B. bimaculatus (Twospotted),Iowa,Incidental
31374,13-Aug-25,1,Unknown,B. affinis (Rusty Patched),Sheboygan,Incidental
31389,13-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
31393,13-Aug-25,6,Male,B. vagans (Half-black),Dane,Incidental
30678,13-Aug-25,13,Unknown,B. impatiens (Common eastern),La Crosse,Incidental
30677,13-Aug-25,17,Female,B. impatiens (Common eastern),La Crosse,Incidental
30676,13-Aug-25,2,Queen,B. impatiens (Common eastern),La Crosse,Incidental
30686,13-Aug-25,1,Male,B. pensylvanicus (American),La Crosse,Incidental
30690,13-Aug-25,1,Male,B. affinis (Rusty Patched),Dane,Incidental
31382,13-Aug-25,15,Male,B. rufocinctus (Redbelted),Dane,Incidental
30680,13-Aug-25,1,Female,B. affinis (Rusty Patched),La Crosse,Incidental
30918,13-Aug-25,3,Male,B. impatiens (Common eastern),Iowa,Incidental
30973,13-Aug-25,1,Unknown,B. affinis (Rusty Patched),Dane,Incidental
30681,13-Aug-25,1,Queen,B. bimaculatus (Twospotted),La Crosse,Incidental
30682,13-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
30683,13-Aug-25,15,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
30691,13-Aug-25,1,Female,B. pensylvanicus (American),Columbia,Incidental
30695,13-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Incidental
30694,13-Aug-25,2,Male,B. affinis (Rusty Patched),Door,Incidental
30697,13-Aug-25,2,Unknown,B. impatiens (Common eastern),Door,Incidental
30917,13-Aug-25,2,Male,B. bimaculatus (Twospotted),Iowa,Incidental
30696,13-Aug-25,2,Male,B. rufocinctus (Redbelted),Door,Incidental
30702,13-Aug-25,1,Female,B. bimaculatus (Twospotted),Columbia,Incidental
30703,13-Aug-25,1,Male,B. rufocinctus (Redbelted),Walworth,Incidental
30710,13-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31391,13-Aug-25,5,Female,B. vagans (Half-black),Dane,Incidental
30709,13-Aug-25,2,Male,B. fervidus (Yellow),Walworth,Incidental
31014,13-Aug-25,1,Queen,B. griseocollis (Brownbelted),Bayfield,Incidental
30793,13-Aug-25,1,Female,B. affinis (Rusty Patched),Sheboygan,Incidental
30778,12-Aug-25,1,Male,B. affinis (Rusty Patched),Door,Small Area
30679,12-Aug-25,1,Unknown,B. vagans (Half-black),Waukesha,Small Area
30614,12-Aug-25,8,Female,B. impatiens (Common eastern),Winnebago,Small Area
30612,12-Aug-25,4,Male,B. impatiens (Common eastern),Winnebago,Small Area
30611,12-Aug-25,12,Female,B. rufocinctus (Redbelted),Winnebago,Small Area
30670,12-Aug-25,6,Queen,B. borealis (Northern amber),Waupaca,Incidental
30624,12-Aug-25,1,Queen,B. bimaculatus (Twospotted),La Crosse,Incidental
30573,12-Aug-25,2,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
30577,12-Aug-25,3,Queen,B. impatiens (Common eastern),La Crosse,Incidental
30569,12-Aug-25,2,Unknown,B. impatiens (Common eastern),Calumet,Incidental
30700,12-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Calumet,Incidental
30574,12-Aug-25,17,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
